exposure	outcome	method	nsnp	b	se	pval	Q	Q_pval
TELOMERE	ALCOOLF	Simple mode	314	0.0246908915968971	0.0300043153635244	0.411184909971464		
TELOMERE	ALCOOLF	Weighted median	314	0.0026120344091284	0.0120275003363901	0.828074427423965		
TELOMERE	ALCOOLF	Weighted mode	314	0.000739166895712407	0.0153713203075805	0.96167725300573		
TELOMERE	ALCOWF	Inverse variance weighted	257	0.00521443010997812	0.0107860635387755	0.628782328802921	431.71061121067	3.92497042476669e-11
TELOMERE	ALCOWF	MR Egger	257	0.00929205428952151	0.0236048996000027	0.694168858637886	431.64670510718	3.03789673922953e-11
TELOMERE	ALCOWF	Simple mode	257	0.0367219251405	0.0423488902646356	0.386683707683901		
TELOMERE	ALCOWF	Weighted median	257	0.0143519572785385	0.0155931576931415	0.357363268225724		
TELOMERE	ALCOWF	Weighted mode	257	0.00580387110560698	0.0215911885245872	0.788294407153188		
TELOMERE	ALP	Inverse variance weighted	312	-0.0121984651516123	0.0149514927277154	0.414574844729789	1410.97433006346	1.67792186284339e-139
TELOMERE	ALP	MR Egger	312	0.0692635415493907	0.0333509345700979	0.0386425393436546	1377.95241289765	3.05208775166179e-134
TELOMERE	ALP	Simple mode	312	-0.0175995876150139	0.0369373528472174	0.634073246731462		
TELOMERE	ALP	Weighted median	312	0.0184911837024013	0.0138070432519849	0.180486918820898		
TELOMERE	ALP	Weighted mode	312	0.0337281434810828	0.0162717244920544	0.0390136398043137		
TELOMERE	ALT	Inverse variance weighted	312	0.00667846906221886	0.0134706775516632	0.6200508656123	1143.76092642249	1.55160855967036e-95
TELOMERE	ALT	MR Egger	312	0.0483411829452318	0.0302628470341859	0.111200435059692	1135.11553100273	1.89454346602275e-94
TELOMERE	ALT	Simple mode	312	0.0264421061772535	0.0347662410022549	0.44749110084614		
TELOMERE	ALT	Weighted median	312	0.0339718305957003	0.0140244927046891	0.0154216988791575		
TELOMERE	ALT	Weighted mode	312	0.0323988203211139	0.0170853278890982	0.0588476776209486		
TELOMERE	ANAEMIAOTHER	Inverse variance weighted	336	0.0354364655490095	0.0188105081108156	0.0595831832790841	418.029418321	0.00134674365956305
TELOMERE	ANAEMIAOTHER	MR Egger	336	0.0951551047442556	0.0433022147810391	0.0286734045936927	415.118414270636	0.00163762731399847
TELOMERE	ANAEMIAOTHER	Simple mode	336	0.0427690185009466	0.0813950123273144	0.599617932746317		
TELOMERE	ANAEMIAOTHER	Weighted median	336	0.0539001606620728	0.0294478458693093	0.0671961172645914		
TELOMERE	ANAEMIAOTHER	Weighted mode	336	0.0778031264347119	0.0428583237871266	0.0703631952070541		
TELOMERE	ANEURYSM	Inverse variance weighted	335	-0.200343427138085	0.0457845401117663	1.20994739638074e-05	354.547647751176	0.210427553904719
TELOMERE	ANEURYSM	MR Egger	335	-0.0688329887399005	0.105352988953863	0.513977771619923	352.515346792627	0.221353526748031
TELOMERE	ANEURYSM	Simple mode	335	-0.476144624786124	0.221252418639389	0.0321102766044682		
TELOMERE	ANEURYSM	Weighted median	335	-0.158661574613283	0.0792591835512076	0.0453055115918391		
TELOMERE	ANEURYSM	Weighted mode	335	-0.108492475674298	0.107389139668444	0.313095261066966		
TELOMERE	SLEEPAPNO_FIG	Inverse variance weighted	248	-0.0105611436267612	0.0168649632952724	0.531171960739812	326.309917382632	0.000529547544935708
TELOMERE	SLEEPAPNO_FIG	MR Egger	248	-0.00390871267844265	0.0364788044865464	0.914757123472546	326.253761585382	0.000457856646026094
TELOMERE	SLEEPAPNO_FIG	Simple mode	248	-0.0934051291361378	0.0654030164599969	0.154512716822096		
TELOMERE	SLEEPAPNO_FIG	Weighted median	248	-0.034621561873317	0.0253651770606357	0.17227665387394		
TELOMERE	SLEEPAPNO_FIG	Weighted mode	248	0.0122451916702602	0.0363513228132825	0.736510863352541		
TELOMERE	APOA	Inverse variance weighted	311	-0.0347049125665578	0.014109554793396	0.0139063063653332	1138.62408540289	5.26675525916664e-95
TELOMERE	APOA	MR Egger	311	-0.0536490149764247	0.0318234510270048	0.092837464776359	1137.00039528352	4.956054631976e-95
TELOMERE	APOA	Simple mode	311	-0.017057192133773	0.0381033081372077	0.654713801680771		
TELOMERE	APOA	Weighted median	311	-0.0460645687202017	0.0142630641963556	0.00123945995925126		
TELOMERE	APOA	Weighted mode	311	-0.0561919496849892	0.0171344168277277	0.00115834719336668		
TELOMERE	APOB	Inverse variance weighted	313	0.00701977219721608	0.0114842237831773	0.541031757568427	832.122429163071	6.27283225315365e-49
TELOMERE	APOB	MR Egger	313	-0.00339617873555799	0.0259186052125021	0.895834345350077	831.584761641507	4.53027811651837e-49
TELOMERE	APOB	Simple mode	313	-0.0318926019807585	0.0331550463863731	0.3368331810927		
TELOMERE	APOB	Weighted median	313	0.00271085175008759	0.0126940831283817	0.830896132604138		
TELOMERE	APOB	Weighted mode	313	0.00125366598243637	0.0177623750158619	0.943777355586873		
TELOMERE	AST	Inverse variance weighted	313	-0.0824403978623931	0.0124639652464002	3.73315501317724e-11	981.292564927446	2.93888978625007e-70
TELOMERE	AST	MR Egger	313	-0.0792747433789853	0.0281377331401282	0.0051514995282181	981.242841488423	1.67911167667402e-70
TELOMERE	AST	Simple mode	313	-0.111496515956433	0.0397290611072364	0.00532444605576181		
TELOMERE	AST	Weighted median	313	-0.0750561181072387	0.015383977236344	1.06706147838181e-06		
TELOMERE	AST	Weighted mode	313	-0.0890592219186568	0.0202172497113695	1.45512779323356e-05		
TELOMERE	ASTHMA	Inverse variance weighted	275	-0.00325625458560331	0.0122223842379677	0.78991784449877	865.040652862923	1.80142306934736e-62
TELOMERE	ASTHMA	MR Egger	275	-0.0241248747131354	0.0271871047579708	0.375663708621768	862.706530898949	2.25129976822463e-62
TELOMERE	ASTHMA	Simple mode	275	-0.000180008820782618	0.0328887637322321	0.995636973307093		
TELOMERE	ASTHMA	Weighted median	275	-0.0182727751362588	0.0132492604040396	0.16784716915627		
TELOMERE	ASTHMA	Weighted mode	275	-0.017858282042003	0.0155136496159391	0.250680840608721		
TELOMERE	B12A	Inverse variance weighted	335	-0.205186393921035	0.0602684979207628	0.000662760680716299	337.419384062945	0.437375351049245
TELOMERE	B12A	MR Egger	335	-0.210723918151697	0.139246298444345	0.131147414157581	337.417410847335	0.42221577110027
TELOMERE	B12A	Simple mode	335	-0.526725299016363	0.281792450155036	0.062470511148925		
TELOMERE	B12A	Weighted median	335	-0.379388505363522	0.105095247013838	0.000306256950712984		
TELOMERE	B12A	Weighted mode	335	-0.462776415978734	0.138261208057623	0.000909665053663499		
TELOMERE	BALDING	Inverse variance weighted	318	-0.0383216005193909	0.0132039953341823	0.00370465417623991	677.01156625246	3.14073336286991e-28
TELOMERE	BALDING	MR Egger	318	-0.0305658905782014	0.0301872061480937	0.312052420693605	676.836615013876	2.24138012779637e-28
TELOMERE	BALDING	Simple mode	318	-0.0639354187617056	0.0513376545046792	0.213908063500704		
TELOMERE	BALDING	Weighted median	318	-0.0595826585245481	0.0167803588604241	0.000384152570193307		
TELOMERE	BALDING	Weighted mode	318	-0.0582642405861877	0.0237097320643953	0.0145299133204935		
TELOMERE	BREASTCANCER	Inverse variance weighted	288	0.0444077039614024	0.0144466347860791	0.00211270764911924	754.512194905413	1.06520640922011e-43
TELOMERE	BREASTCANCER	MR Egger	288	0.0359587087237914	0.0322767796730363	0.266182975675863	754.286023059078	7.01761945949903e-44
TELOMERE	BREASTCANCER	Simple mode	288	0.0105298802804639	0.0381430123837441	0.782698240472062		
TELOMERE	BREASTCANCER	Weighted median	288	0.0526112074107893	0.0159308110299833	0.0009583343705283		
TELOMERE	BREASTCANCER	Weighted mode	288	0.0529338501108447	0.0216882590103297	0.0152648424275461		
TELOMERE	BEEF	Inverse variance weighted	314	-0.00422861732679875	0.0081338786169189	0.603149228748283	440.399370401702	2.61481250423604e-06
TELOMERE	BEEF	MR Egger	314	0.0034097881296154	0.0183616217844193	0.852799204792319	440.09548326615	2.28730611745181e-06
TELOMERE	BEEF	Simple mode	314	-0.0227012461275202	0.0328440208124394	0.489962516641981		
TELOMERE	BEEF	Weighted median	314	-0.00526259213247697	0.0127610455484639	0.680049884090815		
TELOMERE	BEEF	Weighted mode	314	-0.00854745573888627	0.0156908110116289	0.586318349708998		
TELOMERE	BIL	Inverse variance weighted	310	0.0207078469204904	0.0112707752976485	0.066164946171525	790.226047338959	6.57631964957232e-44
TELOMERE	BIL	MR Egger	310	0.0148570347570545	0.0253985814810129	0.559006049284122	790.056424385269	4.31287967674384e-44
TELOMERE	BIL	Simple mode	310	-0.000244469034816008	0.0359211638957148	0.994574262411061		
TELOMERE	BIL	Weighted median	310	0.0118056835185758	0.0135821275755093	0.384733792321576		
TELOMERE	BIL	Weighted mode	310	0.00946510285190016	0.0185729705828537	0.610683527349159		
TELOMERE	BIPOLAR	Inverse variance weighted	264	-0.0424878005319231	0.0156558961856142	0.00665056741026343	493.547953516312	2.99475961357182e-16
TELOMERE	BIPOLAR	MR Egger	264	-0.0196226611761182	0.0344774985376328	0.569746010144824	492.505958271547	2.78324567871728e-16
TELOMERE	BIPOLAR	Simple mode	264	-0.0273339643832364	0.0433271373977161	0.528670760165594		
TELOMERE	BIPOLAR	Weighted median	264	-0.0458409320460551	0.0213126658087724	0.0314858747444223		
TELOMERE	BIPOLAR	Weighted mode	264	-0.0439119305506475	0.0249487321899391	0.0795555631844408		
TELOMERE	BWEIGHTFC	Inverse variance weighted	311	0.0269866565118423	0.0130656895961284	0.0388795162092807	482.97609942868	1.07609570332041e-09
TELOMERE	BWEIGHTFC	MR Egger	311	0.0115851743436744	0.0294360133231642	0.694168892687798	482.443529709972	9.44149310871326e-10
TELOMERE	BWEIGHTFC	Simple mode	311	-0.00589091396602881	0.0408016300144885	0.885294716458557		
TELOMERE	BWEIGHTFC	Weighted median	311	0.0198685720443836	0.0185929478041861	0.285246359741058		
TELOMERE	BWEIGHTFC	Weighted mode	311	0.00905456620578482	0.0211641047345801	0.669074448405837		
TELOMERE	BIRTHWEIGHT	Inverse variance weighted	310	0.0351629145364219	0.0129114839938622	0.00646171211405037	621.68918785112	3.1956962329739e-23
TELOMERE	BIRTHWEIGHT	MR Egger	310	-0.0212341060025268	0.0288874723109059	0.462860571004211	612.249465392589	2.45396782465265e-22
TELOMERE	BIRTHWEIGHT	Simple mode	310	0.0451384246906785	0.0423829985389805	0.287701747737301		
TELOMERE	BIRTHWEIGHT	Weighted median	310	0.0162896246195829	0.0180290941516235	0.36625064134264		
TELOMERE	BIRTHWEIGHT	Weighted mode	310	0.0137566071296926	0.021727832815576	0.527115111247175		
TELOMERE	BMD	Inverse variance weighted	313	-0.0164894462344203	0.0152489553874898	0.279541794357326	884.398759768284	3.40745006008758e-56
TELOMERE	BMD	MR Egger	313	-0.0256570365283997	0.034426863827836	0.456676139959569	884.147779624917	2.18729463199746e-56
TELOMERE	BMD	Simple mode	313	0.0165620224265886	0.0403583164703882	0.681812940083326		
TELOMERE	BMD	Weighted median	313	-0.0089617880283831	0.0167690449737936	0.593047890563616		
TELOMERE	BMD	Weighted mode	313	-0.00195689114556541	0.0187922632363533	0.917130861303321		
TELOMERE	BMI	Inverse variance weighted	311	-0.0108985955636721	0.0142755597238424	0.4451984327286	1338.09225206198	1.51574333821576e-127
TELOMERE	BMI	MR Egger	311	-0.00463339487373975	0.0322042405156128	0.88569272253785	1337.88815051288	7.86612668817759e-128
TELOMERE	BMI	Simple mode	311	-0.023190173872879	0.0422611039989428	0.58358187227391		
TELOMERE	BMI	Weighted median	311	-0.0126996672501106	0.013243413136926	0.337587882224925		
TELOMERE	BMI	Weighted mode	311	-0.0174499764615654	0.019157003474345	0.363059597991418		
TELOMERE	BMR	Inverse variance weighted	311	0.041504782172809	0.0162327099922385	0.0105621430738319	1703.75927489289	8.09389484793918e-191
TELOMERE	BMR	MR Egger	311	0.0419326991495085	0.0365794369995383	0.252538858955548	1703.75833455292	3.443010597036e-191
TELOMERE	BMR	Simple mode	311	-0.0120313678163828	0.0466227817989533	0.7965336105373		
TELOMERE	BMR	Weighted median	311	0.00592210099260523	0.0146745194429227	0.686533702408094		
TELOMERE	BMR	Weighted mode	311	0.01673594740855	0.0180523186586522	0.35460609889087		
TELOMERE	BFM	Inverse variance weighted	310	-0.00543128811845247	0.0132141349797783	0.681057072728521	1122.2976600597	1.05250073120592e-92
TELOMERE	BFM	MR Egger	310	-0.00195482558569129	0.0297833928999347	0.947711202345481	1122.23580121513	5.62781730114217e-93
TELOMERE	BFM	Simple mode	310	0.00657678440483234	0.0330807320410529	0.842542023831885		
TELOMERE	BFM	Weighted median	310	-0.0129184257870729	0.013623640810173	0.34300935683301		
TELOMERE	BFM	Weighted mode	310	-0.0157752139425364	0.0177102536661179	0.373762212037163		
TELOMERE	BREAD	Inverse variance weighted	314	0.044339408614718	0.0189422658245796	0.0192442330071056	341.400783720529	0.12945852547804
TELOMERE	BREAD	MR Egger	314	0.067488352608366	0.0427505067050791	0.115428223797982	341.001833588313	0.124382736870594
TELOMERE	BREAD	Simple mode	314	-0.0156267418234344	0.0670620263690392	0.815898779179462		
TELOMERE	BREAD	Weighted median	314	0.0291515218928075	0.0309065067256249	0.345570261557249		
TELOMERE	BREAD	Weighted mode	314	0.0169014413971145	0.0416568122370622	0.685217803252031		
TELOMERE	CA	Inverse variance weighted	314	0.0343713628379089	0.0112773345711908	0.00230502719468589	741.555815632665	8.48426673765009e-37
TELOMERE	CA	MR Egger	314	0.0614727185883804	0.025408921545472	0.0161204411961756	738.204861106882	1.45695386824479e-36
TELOMERE	CA	Simple mode	314	0.0288870132698824	0.0375662798247623	0.442496160480039		
TELOMERE	CA	Weighted median	314	0.0265210639913054	0.0141225067963826	0.0603908889612506		
TELOMERE	CA	Weighted mode	314	0.0236027780227972	0.0215247893643755	0.273685755539567		
TELOMERE	CARDIOMYOPATHY	Inverse variance weighted	336	0.105561608018093	0.0490272207108495	0.0313090588093214	297.521195239231	0.930529335161443
TELOMERE	CARDIOMYOPATHY	MR Egger	336	0.14610505497131	0.113126114169679	0.197415198767382	297.363046796086	0.926038519367022
TELOMERE	CARDIOMYOPATHY	Simple mode	336	-0.175803587556028	0.213284540774968	0.410373862277459		
TELOMERE	CARDIOMYOPATHY	Weighted median	336	0.0652203689778666	0.0857085297160709	0.446683703616415		
TELOMERE	CARDIOMYOPATHY	Weighted mode	336	-0.0740574312514788	0.154574954354149	0.632177447253837		
TELOMERE	CATARACT	Inverse variance weighted	248	0.00257970069742099	0.0117514252542686	0.826243157743605	395.805308755291	5.47784336461411e-09
TELOMERE	CATARACT	MR Egger	248	-0.0114030150065065	0.0260551218182258	0.662024268665822	395.224058151231	4.80267474506464e-09
TELOMERE	CATARACT	Simple mode	248	-0.000889192071713119	0.0377535740921296	0.981228555666398		
TELOMERE	CATARACT	Weighted median	248	-0.00242171944776588	0.0171890185368469	0.887958743727532		
TELOMERE	CATARACT	Weighted mode	248	-0.0160631631743033	0.0193720064697378	0.407794899771886		
TELOMERE	CELIAC_FIG	Inverse variance weighted	241	0.169372625164363	0.0476355342033758	0.000377125908672576	294.046756652198	0.00983249175792199
TELOMERE	CELIAC_FIG	MR Egger	241	0.413431767862322	0.101047617919447	5.86378601945432e-05	285.163904690106	0.021738525186458
TELOMERE	CELIAC_FIG	Simple mode	241	0.246050032252115	0.178011563590768	0.168191082205167		
TELOMERE	CELIAC_FIG	Weighted median	241	0.279923766451377	0.0759460433569402	0.000227963655497369		
TELOMERE	CELIAC_FIG	Weighted mode	241	0.337189724521587	0.0834276061846487	7.14996171650739e-05		
TELOMERE	CHEESE	Inverse variance weighted	314	-0.00886942922162457	0.00955892801334226	0.353475730395436	595.847640563832	7.54253774860453e-20
TELOMERE	CHEESE	MR Egger	314	-0.0369605277994453	0.0215129573600806	0.0867779950900169	591.821305858043	1.43286727620908e-19
TELOMERE	CHEESE	Simple mode	314	0.0166402074864034	0.029451752444581	0.572479237704733		
TELOMERE	CHEESE	Weighted median	314	-0.0107583593202583	0.0121899900596528	0.377475747010429		
TELOMERE	CHEESE	Weighted mode	314	-0.0188434515461209	0.0148692143251366	0.205997393584988		
TELOMERE	CHOLELITHIASIS	Inverse variance weighted	337	0.0120799045281291	0.0174227709466527	0.488096187489939	418.681291108666	0.0014167586192365
TELOMERE	CHOLELITHIASIS	MR Egger	337	0.0594872303360975	0.0402043492292498	0.139913959596062	416.553669767784	0.0015816430289803
TELOMERE	CHOLELITHIASIS	Simple mode	337	0.0858507294829471	0.0743008701406893	0.248728348596327		
TELOMERE	CHOLELITHIASIS	Weighted median	337	0.0413895849581853	0.0274664954954072	0.131833277696936		
TELOMERE	CHOLELITHIASIS	Weighted mode	337	0.0191161931448731	0.0418777670984444	0.648342697509844		
TELOMERE	CHOLEST	Inverse variance weighted	310	-0.0109314243507892	0.0111822735198807	0.328288402663859	781.117320000146	1.06223463816617e-42
TELOMERE	CHOLEST	MR Egger	310	-0.00598022524224991	0.0251982780483152	0.812561099483204	780.99532157966	6.90294914251927e-43
TELOMERE	CHOLEST	Simple mode	310	-0.0122994405996277	0.0318173213361516	0.699344849945986		
TELOMERE	CHOLEST	Weighted median	310	-0.0135326274441423	0.0129168761717499	0.294790538969747		
TELOMERE	CHOLEST	Weighted mode	310	-0.0122994405996277	0.0165580686001781	0.458163178952209		
TELOMERE	CKD	Inverse variance weighted	289	-0.0311165515039097	0.00821505477490122	0.000152019349339486	433.301039222434	6.24618015404495e-08
TELOMERE	CKD	MR Egger	289	-0.0323561244676308	0.0183283943133234	0.0785674689178578	433.292390144364	5.05439619698638e-08
TELOMERE	CKD	Simple mode	289	-0.0356539183783715	0.0298642822849045	0.233513249883379		
TELOMERE	CKD	Weighted median	289	-0.032054493936117	0.0118721948878919	0.00693470648633145		
TELOMERE	CKD	Weighted mode	289	-0.0356539183783715	0.0165889921694392	0.0324476025661152		
TELOMERE	COFFEE	Inverse variance weighted	257	0.00162964355204662	0.0103800462531076	0.875246648274839	371.972968524137	2.86279132055759e-06
TELOMERE	COFFEE	MR Egger	257	0.0016717914800338	0.0227150770094721	0.941387707175054	371.972962169816	2.34954165664947e-06
TELOMERE	COFFEE	Simple mode	257	0.0363052942715943	0.0440013625617339	0.410085959338022		
TELOMERE	COFFEE	Weighted median	257	0.0106577067744281	0.0161304242943963	0.508791384903269		
TELOMERE	COFFEE	Weighted mode	257	0.0153461099000909	0.0236053690567687	0.516203493902025		
TELOMERE	VGAMES	Inverse variance weighted	314	-0.0164421720241561	0.00929886312031549	0.0770288714451535	577.239671039395	6.17519782353236e-18
TELOMERE	VGAMES	MR Egger	314	-0.0125603245144148	0.0209973014416791	0.550148770119979	577.160961206959	4.60352967597621e-18
TELOMERE	VGAMES	Simple mode	314	-0.0316318134702577	0.0370739305164428	0.394195822126695		
TELOMERE	VGAMES	Weighted median	314	-0.0270006477655541	0.013264384659053	0.0417930657305688		
TELOMERE	VGAMES	Weighted mode	314	-0.0277201437237878	0.0172485546024322	0.109040813440765		
TELOMERE	AF	Inverse variance weighted	332	0.0194354914693904	0.0119225523089404	0.103070811732879	670.424772296876	3.1599666575169e-25
TELOMERE	AF	MR Egger	332	0.0463378263986572	0.0274884132382725	0.0927945700277393	668.036842061581	4.07412722819737e-25
TELOMERE	AF	Simple mode	332	-0.0107449986415105	0.0395183816612706	0.78586938580449		
TELOMERE	AF	Weighted median	332	0	0.0152998224628658	1		
TELOMERE	AF	Weighted mode	332	-0.000327798335133522	0.02080637968679	0.987439577477952		
TELOMERE	COPD_FIG_UKBB	Inverse variance weighted	314	-0.0360202484090226	0.0145933072123521	0.013576719386167	385.854500969678	0.00308556450218834
TELOMERE	COPD_FIG_UKBB	MR Egger	314	-0.0155485361295928	0.0324928499547831	0.632614031297335	385.240277001661	0.00292743169528795
TELOMERE	COPD_FIG_UKBB	Simple mode	314	0.00573929100885917	0.0534582410290142	0.914571957439084		
TELOMERE	COPD_FIG_UKBB	Weighted median	314	-0.00270131839943054	0.0242894184885907	0.911446812961536		
TELOMERE	COPD_FIG_UKBB	Weighted mode	314	0.00573929100885917	0.0248666845125803	0.817619087836892		
TELOMERE	CREATININE	Inverse variance weighted	314	0.0109856791149043	0.00876241145548411	0.209940948219603	498.346250298094	1.20946619087607e-10
TELOMERE	CREATININE	MR Egger	314	-0.008567455089954	0.019748730380588	0.664716735738183	496.404594440531	1.37987898312232e-10
TELOMERE	CREATININE	Simple mode	314	0.0400189293433096	0.035147005932497	0.255734238407782		
TELOMERE	CREATININE	Weighted median	314	0.0163435618146431	0.0125049401297218	0.191223437819696		
TELOMERE	CREATININE	Weighted mode	314	0.0152547544436098	0.0157284340786717	0.332853247867384		
TELOMERE	CRCCANCER	Inverse variance weighted	275	0.0197468003699632	0.00749709614708882	0.00844037516535753	317.499116037652	0.0362321059946864
TELOMERE	CRCCANCER	MR Egger	275	0.00933057308030287	0.017003131692012	0.583621314545398	316.957994171302	0.0346111518278133
TELOMERE	CRCCANCER	Simple mode	275	0.0118982847814811	0.0265940252232343	0.654936560687692		
TELOMERE	CRCCANCER	Weighted median	275	0.0217846026806599	0.0114691154397209	0.0575100155424317		
TELOMERE	CRCCANCER	Weighted mode	275	0.018405690230114	0.0147752740763747	0.213935430469295		
TELOMERE	CREAC	Inverse variance weighted	312	-0.0323958123956147	0.0134282510159916	0.0158430298867915	1135.61841788573	3.02458016025797e-94
TELOMERE	CREAC	MR Egger	312	0.00567376754090473	0.0302151519149924	0.851172839292217	1128.42321801908	2.16868088876914e-93
TELOMERE	CREAC	Simple mode	312	-0.123352466753837	0.0483065297512209	0.0111404011677787		
TELOMERE	CREAC	Weighted median	312	0.00212894714858453	0.0148354322155776	0.885891977596108		
TELOMERE	CREAC	Weighted mode	312	-0.00395389305328076	0.0187175560534052	0.832838496386586		
TELOMERE	CSTC	Inverse variance weighted	307	-0.0220775951556602	0.0130333667300441	0.0902788151039583	1044.34797271485	2.30065756633227e-81
TELOMERE	CSTC	MR Egger	307	0.00855083459406682	0.0292609126442822	0.77031159603205	1039.69006904985	6.48289495356887e-81
TELOMERE	CSTC	Simple mode	307	-0.00819685145859372	0.0358959238409576	0.819526303575104		
TELOMERE	CSTC	Weighted median	307	-0.0197177476693353	0.0138086447757375	0.153312642756342		
TELOMERE	CSTC	Weighted mode	307	-0.00819685145859372	0.0172728812990112	0.635445997256965		
TELOMERE	MDD	Inverse variance weighted	271	-0.00230950633130012	0.00852762721440167	0.786524576496571	468.826001818472	6.86246210228548e-13
TELOMERE	MDD	MR Egger	271	0.00735794168127739	0.0188798270942446	0.697048245178328	468.252246021215	5.85635726106371e-13
TELOMERE	MDD	Simple mode	271	0.0359326167977954	0.0325226868212856	0.270209158722297		
TELOMERE	MDD	Weighted median	271	0.00273147393019017	0.011583387408299	0.813580419907099		
TELOMERE	MDD	Weighted mode	271	0.0128414298202202	0.0140499676815924	0.361541305217951		
